3.552485e-08 1.423163e-16
4.860947e-08 3.559847e-05
6.651346e-08 1.075342e-04
9.101191e-08 2.468813e-04
1.245337e-07 4.583610e-04
1.704023e-07 6.946425e-04
2.331655e-07 8.771888e-04
3.190457e-07 1.011573e-03
4.365576e-07 1.088105e-03
5.973519e-07 1.096123e-03
8.173704e-07 1.036730e-03
1.118427e-06 9.968764e-04
1.530369e-06 8.855380e-04
2.094040e-06 8.726253e-04
2.865323e-06 8.900085e-04
3.920688e-06 1.064358e-03
5.364768e-06 1.322104e-03
7.340736e-06 1.283858e-03
1.004450e-05 8.324068e-04
1.374412e-05 4.372169e-04
1.880640e-05 2.974920e-04
2.573323e-05 2.095926e-04
3.521137e-05 1.302568e-04
4.818053e-05 6.054278e-05
6.592654e-05 1.953058e-05
9.020881e-05 4.171554e-06
1.234348e-04 5.934635e-07
1.688987e-04 5.538009e-08
2.311080e-04 3.413188e-09
3.162304e-04 1.387011e-10
4.327054e-04 3.752117e-12
